Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
"Walter John ""Pete"" Sutton",M,19,0,0,Canada,CAN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Monta Suzuki,M,23,0,0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Haris veminas,M,0,0,0,Lithuania,LTU,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Antonn Svoboda,M,24,0,0,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Arthur Wellington Sweeney,M,27,175,70,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Andrzej wierczyski,M,23,176,78,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Barka N. Sy,M,25,171,71,Senegal,SEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Barka N. Sy,M,29,171,71,Senegal,SEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Barka N. Sy,M,32,171,71,Senegal,SEN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Zbigniew Stanisaw Syka,M,28,176,71,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Pl Szalay (Szalav),M,19,180,77,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Aleksander Szenajch,M,19,171,70,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Ervin Szerelemhegyi,M,21,0,0,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Ferenc (Frantiek-) Szobota,M,20,0,0,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Alajos (Aljoz) Szokoly (-Szokol),M,24,0,0,Hungary,HUN,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,Bronze
David Tabak,M,24,0,0,Israel,ISR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Hassan Taftian,M,23,187,68,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Masaji Tajima,M,23,171,58,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Enrique Talavera Rubio,M,21,183,75,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Tan Eng Yoon,M,28,0,0,Singapore,SGP,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Sasago Tani,M,29,0,0,Japan,JPN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Bimal Chandra Tarafdar,M,22,168,60,Bangladesh,BAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Istvn Tatr,M,22,174,68,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Istvn Tatr,M,30,174,68,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Pauli Jalmar Tavisalo,M,24,176,66.5,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Robert James Taylor,M,23,183,80,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,Silver
Charles Tayot,M,21,178,60,Gabon,GAB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
"Alexandros ""Alex"" Terzian",M,28,180,74,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Walter Beardsley Tewksbury,M,24,183,64,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,Silver
Tilak Ram Tharu,M,19,168,72,Nepal,NEP,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Valry Andr Thard,M,18,164,52,Haiti,HAI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Valry Andr Thard,M,22,164,52,Haiti,HAI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Valry Andr Thard,M,27,164,52,Haiti,HAI,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Jurgen Themen,M,22,172,75,Suriname,SUR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Jurgen Themen,M,26,172,75,Suriname,SUR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Jurgen Themen,M,30,172,75,Suriname,SUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Georgios Theodoridis,M,27,181,80,Greece,GRE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Georgios Theodoridis,M,31,181,80,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Pascal Thophile,M,26,176,75,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Marthinus Wilhelminus S. Theunissen,M,25,0,0,South Africa,RSA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Alexander Thieme,M,22,187,84,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Julien Thode,M,19,179,72,Netherlands Antilles,AHO,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Dwight Thomas,M,23,185,82,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
"Rupert Broas Thomas, Jr.",M,21,183,70,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Charles C. F. O. Thompson,M,0,0,0,Guyana,GUY,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Obadele Olutosin Thompson,M,20,182,78,Barbados,BAR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Obadele Olutosin Thompson,M,24,182,78,Barbados,BAR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,Bronze
Obadele Olutosin Thompson,M,28,182,78,Barbados,BAR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Richard Thompson,M,23,188,80,Trinidad and Tobago,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,Silver
Richard Thompson,M,27,188,80,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Richard Thompson,M,31,188,80,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Colin Evandale Thurton,M,33,179,67,Belize,BIZ,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Hilmar orbjrnsson,M,22,180,79,Iceland,ISL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Hilmar orbjrnsson,M,25,180,79,Iceland,ISL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Finnbjrn orvaldsson,M,24,180,71,Iceland,ISL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Stefano Maria Tilli,M,21,178,70,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Stefano Maria Tilli,M,33,178,70,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Stefano Maria Tilli,M,38,178,70,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Dennis Robert Tipping,M,20,183,62,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,0
Ren Eugne Ernest Tirard,M,20,180,68,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Edgardo Toetti,M,17,187,80,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Boris Sergeyevich Tokarev,M,29,178,72,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
"Thomas Edward ""Eddie"" Tolan, Jr.",M,23,170,65,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Gold
Souksavanh Tonsacktheva,M,19,158,56,Laos,LAO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Ruudi (Rudolf-) Toomsalu (Tomson-),M,23,176,69,Estonia,EST,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Enrico Torre,M,22,0,0,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Alberto Sebastian Torres de la Mota,M,30,173,67,Dominican Republic,DOM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Gaspare Torretta,M,0,0,0,Italy,ITA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Gaspare Torretta,M,0,0,0,Italy,ITA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Juan Jess Trapero Hidalgo,M,22,182,76,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
"Friedrich Adolf ""Fritz"" Traun",M,20,0,0,Germany,GER,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,0
John Francis Treloar,M,20,192,84,Australia,AUS,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
John Francis Treloar,M,24,192,84,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Dimitrios Triantafyllakos,M,22,0,0,Greece,GRE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
"William O. ""Bill"" Trott",M,19,178,68,Bermuda,BER,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
"William O. ""Bill"" Trott",M,23,178,68,Bermuda,BER,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Dennis Trott,M,20,173,72,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Jean-Charles Trouabal,M,23,187,77,France,FRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Mogens Borch Truelsen,M,22,0,0,Denmark,DEN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Willy Tschopp,M,22,0,0,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Hiroyasu Tsuchie,M,22,171,65,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Hiroyasu Tsuchie,M,30,171,65,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Naoki Tsukahara,M,23,180,75,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Lamin Tucker,M,21,172,79,Sierra Leone,SLE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Besha Tuffa,M,26,180,64,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Emmanuel Tuffour,M,21,178,75,Ghana,GHA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Emmanuel Tuffour,M,25,178,75,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Emmanuel Tuffour,M,29,178,75,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Sanusi Turay,M,24,188,93,Sierra Leone,SLE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Sanusi Turay,M,28,188,93,Sierra Leone,SLE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Ahmet Semih Trkdoan,M,0,0,0,Turkey,TUR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Edmund Albert Turton,M,23,0,0,Trinidad and Tobago,TTO,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Chijindu Andre E. O. Ujah,M,22,182,81,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Antonio Ullo,M,21,180,80,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Tobias Benjamin Unger,M,29,180,72,Germany,GER,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Kyohei Ushio,M,21,0,0,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Paiboon Vacharapan,M,22,172,60,Thailand,THA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Arnulfo V. Valles,M,24,175,66,Philippines,PHI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,0
Ren Valmy,M,27,180,78,France,FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
"Wijnand ""Wil"" van Beveren",M,24,184,80,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Isidoor Van De Wiele,M,23,0,0,Belgium,BEL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
"Marinus ""Rinus"" van den Berge",M,24,171,65,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"Marinus ""Rinus"" van den Berge",M,28,171,65,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Abram Andries van Heerden,M,20,173,70,South Africa,RSA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,0
Johannes Hendrik van Kampen,M,24,0,0,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Peter Van Miltenburg,M,26,174,73,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
"Hendrik Mattheas Michael ""Harry"" van Rappard",M,22,0,0,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
"Christoffel ""Christie"" van Wyk",M,26,171,75,Namibia,NAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,0
Gza Varasdi,M,28,0,0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Porfirio Veras Mercedes,M,25,165,77,Dominican Republic,DOM,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Javier Verne Villaran,M,22,172,63,Peru,PER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Ronald Alfred Vernieux,M,21,0,0,India,IND,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Sandro Ricardo Rodrigues Viana,M,31,188,77,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Jimmy Vicaut,M,20,188,83,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Jimmy Vicaut,M,24,188,83,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
Heber William Viera da Silva,M,21,174,71,Uruguay,URU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Raimo Kalevi Viln,M,27,181,75,Finland,FIN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Johannes Hendrikus Viljoen,M,24,0,0,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Anthony Joseph Vince,M,21,0,0,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"Paul August Allan ""Palle"" Virtanen",M,25,181,73,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Carlo Vittori,M,21,0,0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Henry Maximo Vizcano Monteliel,M,28,176,67,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Jorge L. Vizcarrondo Somohano,M,20,170,70,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Jorge L. Vizcarrondo Somohano,M,24,170,70,Puerto Rico,PUR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Dejan Vojnovi,M,25,182,83,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Hermann von Bnninghausen,M,19,185,78,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Sisomphone Vongpharkdy,M,22,183,75,Laos,LAO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Vanchak Voradilok,M,0,0,0,Thailand,THA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Sherwin Marchel Vries,M,20,179,74,Namibia,NAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Bedich Vygoda,M,17,0,0,Bohemia,BOH,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Jaroslav Vykoupil,M,20,176,67,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Bruno Julius Wagner,M,23,185,82,Germany,GER,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 100 metres,0
"Rudolph ""Rodolfo"" Wagner",M,0,0,0,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Stanisaw Wagner,M,24,165,63,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
August Waibel,M,0,0,0,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
"Reginald Edgar ""Reggie"" Walker",M,19,170,61,South Africa,RSA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,Gold
Adul Wanasatith,M,21,0,0,Thailand,THA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Justyn Paris Ashby Warner,M,25,177,79,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Visut Watanasin,M,23,170,67,Thailand,THA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Visut Watanasin,M,27,170,67,Thailand,THA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
"Harold ""Harry"" Watson",M,0,0,0,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Hans Wehrli-Frei,M,25,0,0,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,0
Willy Weibel,M,21,0,0,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Fritz Weinzinger,M,21,0,0,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Zygmunt Eugeniusz Weiss,M,21,180,78,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Peter Wekesa,M,26,175,71,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Allan Wipper Wells,M,28,183,86,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,Gold
Allan Wipper Wells,M,32,183,86,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Renward Ricardo Wells,M,26,173,72,Bahamas,BAH,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Renward Ricardo Wells,M,30,173,72,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Darrell Wesh,M,24,183,73,Haiti,HAI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
"Marinus ""Mario"" Westbroek",M,19,184,73,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Johan Isaac Westergren,M,24,0,0,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,0
"Cornelis Willem Adrian ""Cor"" Wezepoel",M,23,0,0,Netherlands,NED,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,0
Stanley Eric Kenneth Whiteside,M,31,0,0,India,IND,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Fabian Whymns,M,27,173,68,Bahamas,BAH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Curt Andr Wiberg,M,25,0,0,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,0
Suryo Agung Wibowo,M,24,170,64,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Hansruedi Wiedmer,M,23,176,72,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Frigyes (Friedrich) Wiesner-Mezei,M,20,0,0,Hungary,HUN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres,0
Erik Wijmeersch,M,26,183,75,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,0
Barrington Chester Williams,M,33,177,70,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
"Christopher A. ""Chris"" Williams",M,28,178,68,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,0
Desai Williams,M,25,175,72,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Desai Williams,M,29,175,72,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,0
Paul Williams,M,26,191,85,Grenada,GRN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,0
Percy Alfred Williams,M,19,170,56,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,Gold
Percy Alfred Williams,M,24,170,56,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Simeon Oscar C. Williamson,M,22,186,95,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,0
Clement Pierce Wilson,M,21,178,64,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,0
Donald Mark Witherspoon,M,28,196,85,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,0
Sneh Wongchaoom,M,0,0,0,Thailand,THA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,0
Marian Jerzy Woronin,M,19,181,77,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,0
Marian Jerzy Woronin,M,23,181,77,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,0
Harold Madison Wright,M,23,178,68,Canada,CAN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,0
Gerhard Wucherer,M,20,173,70,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,0
Gerhard Wucherer,M,24,173,70,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,0
Frank Clifford Wykoff,M,18,178,68,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,0
Frank Clifford Wykoff,M,26,178,68,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,0
Xie Zhenye,M,22,184,78,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,0
